application_id,user_id,program_id,application_date,motivation_score,cv_score,technical_score,diversity_score,preferred_program_track,preferred_timeslot,selected,waitlisted,final_status,role,country,timezone,gender,education_level,field_of_study,years_experience,prior_neuromatch,preferred_language,interest_area,availability_slot,program_name,year,start_date,end_date,num_students,num_tas,region_focus,curriculum_hours_per_day,project_hours_per_day,total_hours_per_day,days_per_week,delivery_mode,num_timeslots,total_days,attended_curriculum_days,attended_project_days,total_curriculum_hours,total_project_hours,total_zoom_minutes,assignments_completed_total,forum_messages_total,help_requests_total,attendance_rate_curriculum,attendance_rate_project,avg_zoom_minutes_per_day,avg_forum_messages_per_day,avg_help_requests_per_day,post_score,pre_score,mid_score,learning_gain,avg_satisfaction,avg_difficulty,avg_content_quality,avg_ta_support,survey_response_count,dropout_day,reason,dropped_out,support_ticket_count,avg_support_response_time,avg_support_satisfaction,completion_status,engagement_score,survey_response_rate
A000535,U00637,P008,2026-03-01,70.70848747568245,56.89180475646886,86.57031356926481,55,Research,Slot 1,1,0,accepted,student,India,UTC+5:30,Female,PhD,Neuro,7,0,English,Neural Coding,Slot 1,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5,20,17,17,62.51,41.28,3055,17,87,21,0.85,0.85,152.75,4.35,1.05,66.0,54.0,,12.0,5.0,3.0,4.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000540,U00642,P006,2026-03-01,70.48399887813541,49.18932894564583,86.92727825115219,46,Research,Slot 1,1,0,accepted,student,USA,UTC-5,Female,Masters,Climate,9,0,Hindi,Time Series,Slot 1,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,15,15,66.99,39.06,3439,15,101,24,0.75,0.75,171.95,5.05,1.2,77.0,56.0,,21.0,3.0,4.0,3.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000541,U00643,P001,2026-03-01,60.63540050502337,36.182297575164455,99.123806710927,58,Research,Slot 4,1,0,accepted,student,Japan,UTC+9,Male,PhD,AI,7,0,Spanish,Time Series,Slot 4,Computational Neuroscience,2025,2025-06-22,2025-07-24,363,18,global,4.5,3,8,5,virtual,5,20,16,16,63.93,37.53,3579,16,84,37,0.8,0.8,178.95,4.2,1.85,64.0,55.0,,9.0,3.0,5.0,5.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000543,U00645,P006,2026-03-01,78.0040111690382,43.31295935237713,81.15858705640284,50,Research,Slot 5,1,0,accepted,student,Brazil,UTC-3,Male,UG,CS,8,1,Hindi,Climate,Slot 5,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,13,13,68.44,36.63,3654,13,98,29,0.65,0.65,182.7,4.9,1.45,66.0,49.0,,17.0,5.0,5.0,3.0,5.0,1,,,0,,,,0,1.0,0.3333333333333333
A000547,U00649,P008,2026-03-01,58.04527356414026,52.97227221585087,93.19739717258096,54,Research,Slot 2,1,0,accepted,student,USA,UTC-5,Female,PhD,CS,7,0,French,Neural Coding,Slot 2,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5,20,14,14,60.65,40.13,3953,14,105,42,0.7,0.7,197.65,5.25,2.1,60.0,43.0,,17.0,5.0,3.0,3.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000550,U00652,P004,2026-03-01,57.8334830458524,58.27215122724668,84.57871723824682,82,Research,Slot 4,1,0,accepted,student,Kenya,UTC+3,Non-binary,PhD,AI,7,0,French,NLP,Slot 4,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5,20,18,18,73.08,47.0,3402,18,89,30,0.9,0.9,170.1,4.45,1.5,51.0,46.0,,5.0,3.0,4.0,4.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000559,U00661,P007,2026-03-01,51.49115910961101,74.41221722471914,73.71074482308114,45,Research,Slot 4,1,0,accepted,student,Brazil,UTC-3,Female,UG,AI,1,0,Spanish,Time Series,Slot 4,Computational Tools for Climate Science,2026,2026-06-22,2026-07-24,208,15,global,4.5,3,8,5,virtual,5,20,19,19,65.5,36.52,3646,19,110,39,0.95,0.95,182.3,5.5,1.95,76.0,46.0,,30.0,5.0,3.0,5.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000562,U00664,P007,2026-03-01,71.55927801881285,60.52106822474636,83.98511704551565,46,Research,Slot 5,1,0,accepted,student,Japan,UTC+9,Male,UG,Neuro,5,0,English,Time Series,Slot 5,Computational Tools for Climate Science,2026,2026-06-22,2026-07-24,208,15,global,4.5,3,8,5,virtual,5,20,15,15,71.35,43.660000000000004,3435,15,94,23,0.75,0.75,171.75,4.7,1.15,94.0,65.0,,29.0,3.0,2.0,4.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000564,U00666,P005,2026-03-01,49.75806996822285,48.595469005174856,98.5121352500147,89,Research,Slot 2,1,0,accepted,student,UK,UTC+0,Non-binary,PhD,CS,6,0,French,RL,Slot 2,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5,20,19,19,62.74,40.59,3486,19,91,34,0.95,0.95,174.3,4.55,1.7,61.0,49.0,,12.0,5.0,3.0,4.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000565,U00668,P001,2026-03-01,51.198306814018615,50.88408812076564,100.0,67,Research,Slot 3,1,0,accepted,student,Brazil,UTC-3,Female,UG,AI,9,0,English,Climate,Slot 3,Computational Neuroscience,2025,2025-06-22,2025-07-24,363,18,global,4.5,3,8,5,virtual,5,20,15,15,64.8,39.35,4028,15,115,34,0.75,0.75,201.4,5.75,1.7,68.0,56.0,,12.0,4.0,4.0,3.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000568,U00671,P004,2026-03-01,65.36799190703023,35.088152588346375,100.0,61,Research,Slot 2,1,0,accepted,student,Japan,UTC+9,Male,PhD,AI,8,0,Hindi,Neural Coding,Slot 2,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5,20,15,15,63.93,38.59,3542,15,103,30,0.75,0.75,177.1,5.15,1.5,90.0,64.0,,26.0,4.0,2.0,5.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000571,U00674,P003,2026-03-01,79.05023083535418,45.04507855482104,100.0,61,Research,Slot 2,1,0,accepted,student,Canada,UTC-5,Non-binary,PhD,CS,9,1,French,Neural Coding,Slot 2,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5,20,16,16,61.5,36.27,3269,16,94,29,0.8,0.8,163.45,4.7,1.45,46.0,41.0,,5.0,4.0,5.0,4.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000583,U00688,P004,2026-03-01,59.38770624798023,59.95290399522031,90.00364596887518,49,Research,Slot 5,1,0,accepted,student,Japan,UTC+9,Male,Masters,Climate,9,0,French,NLP,Slot 5,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5,20,20,20,62.06,43.34,3107,20,95,34,1.0,1.0,155.35,4.75,1.7,63.0,40.0,,23.0,4.0,3.0,5.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000587,U00692,P008,2026-03-01,66.59828297731148,54.46972272970866,100.0,53,Research,Slot 3,1,0,accepted,student,USA,UTC-5,Male,Masters,Climate,8,1,English,Neural Coding,Slot 3,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5,20,13,13,65.72,40.35,3621,13,106,33,0.65,0.65,181.05,5.3,1.65,56.0,42.0,,14.0,3.0,2.0,3.0,3.0,1,,,0,,,,0,1.0,0.3333333333333333
A000591,U00696,P004,2026-03-01,63.105435799309376,61.40493982308256,75.68341084002734,78,Research,Slot 1,1,0,accepted,student,Germany,UTC+1,Non-binary,UG,CS,8,0,French,CV,Slot 1,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5,20,14,14,63.93,38.79,3894,14,121,27,0.7,0.7,194.7,6.05,1.35,62.0,47.0,,15.0,4.0,3.0,4.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000592,U00698,P004,2026-03-01,79.53107198272573,56.86956632098677,68.63157089810136,89,Research,Slot 5,1,0,accepted,student,Canada,UTC-5,Non-binary,UG,CS,5,0,English,Neural Coding,Slot 5,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5,20,16,16,63.47,39.05,3559,16,81,32,0.8,0.8,177.95,4.05,1.6,69.0,45.0,,24.0,5.0,5.0,3.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000601,U00708,P007,2026-03-01,41.25109402712271,59.38757642502484,100.0,53,Research,Slot 2,1,0,accepted,student,Brazil,UTC-3,Non-binary,PhD,AI,9,0,Hindi,Time Series,Slot 2,Computational Tools for Climate Science,2026,2026-06-22,2026-07-24,208,15,global,4.5,3,8,5,virtual,5,20,15,15,70.72,43.730000000000004,3342,15,102,33,0.75,0.75,167.1,5.1,1.65,73.0,49.0,,24.0,4.0,3.0,4.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000602,U00709,P004,2026-03-01,90.9482912048845,31.941599644798337,74.17094825602516,41,Research,Slot 2,1,0,accepted,student,Germany,UTC+1,Non-binary,UG,Neuro,2,0,Spanish,CV,Slot 2,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5,20,18,18,67.12,38.33,3159,18,125,28,0.9,0.9,157.95,6.25,1.4,81.0,69.0,,12.0,3.0,2.0,4.0,4.0,1,15.0,difficulty,1,,,,1,1.0,0.3333333333333333
A000603,U00710,P001,2026-03-01,60.57697222165784,57.24167240877164,89.37794303779737,88,Research,Slot 1,1,0,accepted,student,Germany,UTC+1,Non-binary,Masters,AI,9,0,English,Neural Coding,Slot 1,Computational Neuroscience,2025,2025-06-22,2025-07-24,363,18,global,4.5,3,8,5,virtual,5,20,15,15,65.95,40.27,4003,15,74,25,0.75,0.75,200.15,3.7,1.25,60.0,40.0,,20.0,5.0,2.0,3.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000604,U00711,P006,2026-03-01,65.9636748241736,57.689414500911305,77.26792592210953,83,Research,Slot 5,1,0,accepted,student,Japan,UTC+9,Non-binary,UG,CS,9,1,Hindi,NLP,Slot 5,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,15,15,66.08,39.16,3493,15,99,32,0.75,0.75,174.65,4.95,1.6,89.0,62.0,,27.0,4.0,4.0,5.0,5.0,1,19.0,low_engagement,1,,,,1,1.0,0.3333333333333333
A000605,U00712,P003,2026-03-01,64.75751991831532,55.896392313574,93.09726779136004,67,Research,Slot 5,1,0,accepted,student,UK,UTC+0,Female,PhD,Neuro,8,0,Hindi,CV,Slot 5,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5,20,15,15,61.58,43.75,3639,15,81,26,0.75,0.75,181.95,4.05,1.3,56.0,48.0,,8.0,3.0,5.0,3.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000607,U00714,P004,2026-03-01,74.05144392252026,53.46706723371919,77.51987476120802,56,Research,Slot 2,1,0,accepted,student,Japan,UTC+9,Non-binary,UG,Neuro,4,0,Hindi,Time Series,Slot 2,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5,20,20,20,65.9,36.269999999999996,3025,20,100,38,1.0,1.0,151.25,5.0,1.9,77.0,54.0,,23.0,4.0,2.0,4.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000608,U00715,P006,2026-03-01,61.24041807772021,68.96889156165071,84.0580545527854,80,Research,Slot 1,1,0,accepted,student,Japan,UTC+9,Male,PhD,Climate,6,0,French,Time Series,Slot 1,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,9,9,61.89,35.21,3255,9,113,29,0.45,0.45,162.75,5.65,1.45,83.0,58.0,,25.0,3.0,3.0,4.0,5.0,1,,,0,,,,0,1.0,0.3333333333333333
A000610,U00717,P005,2026-03-01,54.32636194392894,56.36670153695832,90.61086628158864,45,Research,Slot 4,1,0,accepted,student,Kenya,UTC+3,Male,PhD,Neuro,6,0,Spanish,NLP,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5,20,17,17,57.53,40.14,4010,17,105,17,0.85,0.85,200.5,5.25,0.85,68.0,53.0,,15.0,4.0,4.0,5.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000611,U00718,P006,2026-03-01,55.56590326781451,74.26463674606993,65.18756379446219,49,Research,Slot 4,1,0,accepted,student,UK,UTC+0,Female,UG,Climate,7,0,Hindi,CV,Slot 4,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,16,16,67.22,39.42,3571,16,101,30,0.8,0.8,178.55,5.05,1.5,66.0,48.0,,18.0,4.0,3.0,3.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000612,U00719,P006,2026-03-01,67.47444971427056,52.97876191023845,89.25409969311958,44,Research,Slot 5,1,0,accepted,student,UK,UTC+0,Female,Masters,Neuro,9,1,Hindi,CV,Slot 5,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,18,18,61.67,40.29,3383,18,89,22,0.9,0.9,169.15,4.45,1.1,81.0,64.0,,17.0,5.0,4.0,5.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000613,U00720,P008,2026-03-01,60.6502463118878,58.13280406064593,81.39651674215897,57,Research,Slot 3,1,0,accepted,student,Brazil,UTC-3,Non-binary,PhD,AI,6,0,English,Time Series,Slot 3,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5,20,14,14,62.64,39.49,3640,14,108,35,0.7,0.7,182.0,5.4,1.75,65.0,44.0,,21.0,4.0,4.0,4.0,4.0,1,,,0,1.0,5.68,3.0,1,1.0,0.3333333333333333
A000616,U00724,P004,2026-03-01,53.984982131782274,55.43883014363779,95.55198534147344,59,Research,Slot 1,1,0,accepted,student,Brazil,UTC-3,Male,UG,Neuro,6,0,Hindi,Time Series,Slot 1,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5,20,13,13,69.48,39.46,4103,13,127,33,0.65,0.65,205.15,6.35,1.65,79.0,59.0,,20.0,5.0,2.0,3.0,5.0,1,,,0,,,,0,1.0,0.3333333333333333
A000617,U00725,P003,2026-03-01,70.78719050803015,58.08662765497287,100.0,85,Research,Slot 5,1,0,accepted,student,Japan,UTC+9,Non-binary,Masters,Neuro,7,0,French,NLP,Slot 5,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5,20,15,15,65.37,39.29,3490,15,120,34,0.75,0.75,174.5,6.0,1.7,73.0,62.0,,11.0,3.0,5.0,5.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000622,U00732,P004,2026-03-01,64.36901646837518,52.05567758703562,91.4888192590384,82,Research,Slot 2,1,0,accepted,student,UK,UTC+0,Non-binary,PhD,Climate,7,0,Hindi,CV,Slot 2,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5,20,15,15,67.85,38.19,3146,15,116,26,0.75,0.75,157.3,5.8,1.3,59.0,51.0,,8.0,3.0,2.0,5.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000623,U00733,P007,2026-03-01,53.43375929200296,58.73989751006883,93.52860495185892,56,Research,Slot 1,1,0,accepted,student,India,UTC+5:30,Male,PhD,AI,9,1,French,Time Series,Slot 1,Computational Tools for Climate Science,2026,2026-06-22,2026-07-24,208,15,global,4.5,3,8,5,virtual,5,20,14,14,67.66,37.88,3698,14,102,28,0.7,0.7,184.9,5.1,1.4,80.0,56.0,,24.0,4.0,5.0,4.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000632,U00742,P003,2026-03-01,53.04283603837598,73.2959780462148,78.82332697807146,52,Research,Slot 3,1,0,accepted,student,Brazil,UTC-3,Female,UG,CS,6,1,Spanish,NLP,Slot 3,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5,20,18,18,68.54,33.75,3528,18,84,32,0.9,0.9,176.4,4.2,1.6,82.0,65.0,,17.0,4.0,4.0,4.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000633,U00743,P003,2026-03-01,73.95434082199185,52.41802071555749,83.69287300811497,62,Research,Slot 1,1,0,accepted,student,Japan,UTC+9,Non-binary,UG,Climate,2,0,Hindi,NLP,Slot 1,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5,20,17,17,69.0,37.87,2899,17,123,32,0.85,0.85,144.95,6.15,1.6,54.0,45.0,,9.0,3.0,2.0,4.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000642,U00754,P006,2026-03-01,52.0478522897535,56.002126991480296,88.78048626463115,67,Research,Slot 2,1,0,accepted,student,India,UTC+5:30,Female,Masters,CS,6,1,Hindi,CV,Slot 2,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,17,17,70.25,40.52,3050,17,99,25,0.85,0.85,152.5,4.95,1.25,59.0,50.0,,9.0,5.0,4.0,5.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000643,U00755,P006,2026-03-01,61.423779125104666,53.81352834580285,93.88664520102482,62,Research,Slot 4,1,0,accepted,student,Kenya,UTC+3,Female,UG,CS,6,0,Spanish,RL,Slot 4,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,18,18,71.1,37.77,3239,18,111,30,0.9,0.9,161.95,5.55,1.5,83.0,54.0,,29.0,4.0,2.0,3.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000644,U00756,P001,2026-03-01,79.34625296737362,58.059540797314746,68.65526462526266,84,Research,Slot 1,1,0,accepted,student,Germany,UTC+1,Non-binary,UG,AI,1,0,Hindi,Time Series,Slot 1,Computational Neuroscience,2025,2025-06-22,2025-07-24,363,18,global,4.5,3,8,5,virtual,5,20,15,15,64.73,42.34,3849,15,115,30,0.75,0.75,192.45,5.75,1.5,75.0,50.0,,25.0,5.0,3.0,3.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000650,U00764,P004,2026-03-01,82.08516680009174,63.06061461842727,59.42036000331697,78,Research,Slot 2,1,0,accepted,student,UK,UTC+0,Non-binary,PhD,Neuro,2,1,Hindi,Time Series,Slot 2,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5,20,14,14,65.78,39.0,4176,14,97,31,0.7,0.7,208.8,4.85,1.55,58.0,52.0,,6.0,3.0,3.0,4.0,5.0,1,4.0,low_engagement,1,,,,1,1.0,0.3333333333333333
A000654,U00768,P005,2026-03-01,69.75394420665162,55.19514531581947,100.0,82,Research,Slot 3,1,0,accepted,student,Brazil,UTC-3,Male,PhD,AI,8,0,Hindi,NLP,Slot 3,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5,20,15,15,64.54,39.29,4017,15,97,23,0.75,0.75,200.85,4.85,1.15,50.0,40.0,,10.0,5.0,5.0,3.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000662,U00776,P001,2026-03-01,69.23865015964175,64.79527203518518,85.01505595963977,87,Research,Slot 4,1,0,accepted,student,Japan,UTC+9,Male,Masters,CS,8,0,French,Climate,Slot 4,Computational Neuroscience,2025,2025-06-22,2025-07-24,363,18,global,4.5,3,8,5,virtual,5,20,16,16,62.55,40.52,3325,16,99,30,0.8,0.8,166.25,4.95,1.5,56.0,44.0,,12.0,5.0,3.0,4.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000668,U00783,P006,2026-03-01,67.39944051379317,66.7974738222153,63.084646772624666,49,Research,Slot 3,1,0,accepted,student,UK,UTC+0,Non-binary,UG,AI,3,0,Hindi,Climate,Slot 3,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,15,15,60.82,42.95,3623,15,105,33,0.75,0.75,181.15,5.25,1.65,50.0,41.0,,9.0,4.0,2.0,3.0,5.0,1,3.0,difficulty,1,,,,1,1.0,0.3333333333333333
A000670,U00785,P005,2026-03-01,52.12176252253561,54.90276065666753,88.91244375092195,60,Research,Slot 3,1,0,accepted,student,Kenya,UTC+3,Non-binary,UG,AI,8,0,French,Neural Coding,Slot 3,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5,20,14,14,64.99,39.82,3724,14,105,26,0.7,0.7,186.2,5.25,1.3,61.0,47.0,,14.0,5.0,3.0,3.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000690,U00808,P006,2026-03-01,66.18360566259665,64.55600479257298,73.03906789323062,66,Research,Slot 3,1,0,accepted,student,Kenya,UTC+3,Male,Masters,CS,5,0,English,RL,Slot 3,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,18,18,64.24,38.9,3828,18,90,26,0.9,0.9,191.4,4.5,1.3,57.0,41.0,,16.0,4.0,4.0,4.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000691,U00810,P006,2026-03-01,74.7394970122641,61.85234699885165,85.8887284377061,84,Research,Slot 5,1,0,accepted,student,USA,UTC-5,Female,Masters,CS,8,0,Spanish,CV,Slot 5,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,16,16,66.77,39.11,3285,16,111,30,0.8,0.8,164.25,5.55,1.5,80.0,52.0,,28.0,5.0,2.0,5.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000694,U00813,P002,2026-03-01,51.79423444414104,63.18329887939122,88.98018397532734,50,Research,Slot 3,1,0,accepted,student,UK,UTC+0,Female,PhD,Neuro,9,1,Spanish,Climate,Slot 3,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5,20,15,15,65.16,40.82,2560,15,117,27,0.75,0.75,128.0,5.85,1.35,73.0,54.0,,19.0,5.0,5.0,5.0,5.0,1,2.0,difficulty,1,,,,1,1.0,0.3333333333333333
A000697,U00816,P006,2026-03-01,73.42493806666725,50.88135271147023,87.43155411862408,53,Research,Slot 5,1,0,accepted,student,Germany,UTC+1,Female,UG,AI,5,1,Hindi,NLP,Slot 5,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,18,18,64.31,43.54,3178,18,62,34,0.9,0.9,158.9,3.1,1.7,75.0,67.0,,8.0,3.0,5.0,3.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000698,U00817,P006,2026-03-01,62.10008308022589,56.151639842785805,83.5885498651371,62,Research,Slot 2,1,0,accepted,student,UK,UTC+0,Female,PhD,AI,7,0,Spanish,Time Series,Slot 2,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,15,15,62.48,41.14,4105,15,78,32,0.75,0.75,205.25,3.9,1.6,61.0,45.0,,16.0,4.0,5.0,3.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000699,U00818,P008,2026-03-01,64.72883135162739,43.58137143946973,94.66293905337476,53,Research,Slot 5,1,0,accepted,student,Germany,UTC+1,Male,Masters,AI,9,0,Hindi,CV,Slot 5,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5,20,18,18,66.44,41.42,2993,18,114,28,0.9,0.9,149.65,5.7,1.4,68.0,42.0,,26.0,3.0,5.0,5.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000708,U00831,P008,2026-03-01,74.20379848028351,41.77664528647276,81.64990700082699,59,Research,Slot 4,1,0,accepted,student,Japan,UTC+9,Female,Masters,Neuro,3,0,Hindi,CV,Slot 4,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5,20,17,17,69.35,39.62,3248,17,65,24,0.85,0.85,162.4,3.25,1.2,72.0,51.0,,21.0,5.0,4.0,3.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000709,U00832,P007,2026-03-01,63.19554101219877,44.772250517834365,92.21119520875853,72,Research,Slot 4,1,0,accepted,student,Kenya,UTC+3,Non-binary,UG,AI,7,0,Hindi,Time Series,Slot 4,Computational Tools for Climate Science,2026,2026-06-22,2026-07-24,208,15,global,4.5,3,8,5,virtual,5,20,14,14,70.34,35.48,3804,14,81,30,0.7,0.7,190.2,4.05,1.5,86.0,58.0,,28.0,4.0,5.0,5.0,5.0,1,,,0,1.0,23.2,4.0,1,1.0,0.3333333333333333
A000710,U00833,P001,2026-03-01,45.68413740284615,53.74976246463032,100.0,47,Research,Slot 5,1,0,accepted,student,USA,UTC-5,Non-binary,PhD,CS,9,0,Spanish,Climate,Slot 5,Computational Neuroscience,2025,2025-06-22,2025-07-24,363,18,global,4.5,3,8,5,virtual,5,20,18,18,58.61,38.68,3423,18,89,29,0.9,0.9,171.15,4.45,1.45,54.0,41.0,,13.0,3.0,4.0,3.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000718,U00841,P005,2026-03-01,65.82174238990585,56.01910606160404,99.44833732992052,62,Research,Slot 4,1,0,accepted,student,Germany,UTC+1,Male,PhD,Neuro,9,1,English,RL,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5,20,15,15,66.62,37.0,3259,15,91,20,0.75,0.75,162.95,4.55,1.0,64.0,43.0,,21.0,4.0,5.0,5.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000719,U00842,P007,2026-03-01,89.86329375576429,67.08964052029893,85.09476347468427,74,Research,Slot 5,1,0,accepted,student,Japan,UTC+9,Non-binary,UG,Climate,8,0,Spanish,CV,Slot 5,Computational Tools for Climate Science,2026,2026-06-22,2026-07-24,208,15,global,4.5,3,8,5,virtual,5,20,15,15,66.28999999999999,40.15,3801,15,76,34,0.75,0.75,190.05,3.8,1.7,92.0,67.0,,25.0,3.0,2.0,5.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000722,U00845,P008,2026-03-01,80.25967065835133,47.59942344491471,83.69083991505272,88,Research,Slot 1,1,0,accepted,student,Brazil,UTC-3,Male,PhD,Neuro,5,0,English,CV,Slot 1,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5,20,15,15,64.42,37.24,4250,15,100,33,0.75,0.75,212.5,5.0,1.65,74.0,45.0,,29.0,4.0,3.0,4.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000724,U00847,P007,2026-03-01,52.54240828465861,55.65337005166104,92.29005979954246,47,Research,Slot 5,1,0,accepted,student,Brazil,UTC-3,Non-binary,Masters,AI,8,0,Hindi,Time Series,Slot 5,Computational Tools for Climate Science,2026,2026-06-22,2026-07-24,208,15,global,4.5,3,8,5,virtual,5,20,17,17,69.14,36.81,3735,17,97,30,0.85,0.85,186.75,4.85,1.5,88.0,67.0,,21.0,4.0,4.0,4.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
