user_id,role,country,timezone,gender,education_level,field_of_study,years_experience,prior_neuromatch,preferred_language,interest_area,availability_slot
U00918,student,Brazil,UTC-3,Male,PhD,Neuro,9,0,English,Time Series,Slot 3
U00919,student,USA,UTC-5,Male,UG,Climate,3,0,Hindi,RL,Slot 3
U00920,student,Japan,UTC+9,Non-binary,PhD,AI,1,0,Hindi,Time Series,Slot 4
U00921,student,Japan,UTC+9,Female,UG,Climate,7,0,English,NLP,Slot 4
U00922,student,Canada,UTC-5,Non-binary,Masters,CS,3,0,English,Climate,Slot 3
U00923,student,Canada,UTC-5,Non-binary,PhD,Neuro,1,0,French,NLP,Slot 3
U00924,student,USA,UTC-5,Female,PhD,Climate,1,0,Hindi,Time Series,Slot 2
U00925,student,Germany,UTC+1,Non-binary,Masters,AI,8,0,French,Climate,Slot 1
U00926,student,India,UTC+5:30,Male,UG,Climate,0,0,English,Climate,Slot 1
U00927,student,Japan,UTC+9,Female,UG,Neuro,5,0,French,CV,Slot 1
U00928,student,India,UTC+5:30,Non-binary,UG,CS,1,0,Spanish,Climate,Slot 1
U00929,student,USA,UTC-5,Male,PhD,AI,8,0,Hindi,Time Series,Slot 5
U00930,ta,Brazil,UTC-3,Male,PhD,AI,8,0,French,NLP,Slot 4
U00931,student,USA,UTC-5,Non-binary,Masters,Neuro,1,0,Hindi,Time Series,Slot 3
U00932,student,Kenya,UTC+3,Male,UG,Neuro,2,0,English,RL,Slot 4
U00933,ta,UK,UTC+0,Male,Masters,Neuro,7,1,Spanish,RL,Slot 1
U00934,student,Japan,UTC+9,Male,PhD,Climate,9,0,Spanish,Time Series,Slot 4
U00935,student,USA,UTC-5,Male,PhD,Climate,8,0,Spanish,Climate,Slot 1
U00936,student,Japan,UTC+9,Non-binary,Masters,CS,6,0,English,Neural Coding,Slot 1
U00937,ta,Kenya,UTC+3,Female,UG,Climate,4,1,Spanish,Time Series,Slot 1
U00938,student,India,UTC+5:30,Non-binary,Masters,Neuro,0,0,Spanish,Time Series,Slot 3
U00939,ta,Canada,UTC-5,Non-binary,UG,Climate,8,0,Hindi,RL,Slot 4
U00940,student,USA,UTC-5,Non-binary,UG,CS,4,0,Hindi,Time Series,Slot 4
U00941,student,USA,UTC-5,Non-binary,PhD,Neuro,6,0,French,Time Series,Slot 3
U00942,student,Canada,UTC-5,Male,PhD,CS,1,0,French,Climate,Slot 3
U00943,student,USA,UTC-5,Female,Masters,AI,8,0,Spanish,Climate,Slot 1
U00944,student,Canada,UTC-5,Non-binary,UG,Neuro,1,0,Hindi,Neural Coding,Slot 3
U00945,student,Japan,UTC+9,Male,PhD,Climate,1,0,Spanish,CV,Slot 1
U00946,student,Germany,UTC+1,Male,PhD,AI,5,1,Hindi,RL,Slot 1
U00947,student,Kenya,UTC+3,Female,PhD,Climate,6,0,English,Neural Coding,Slot 3
U00948,student,India,UTC+5:30,Female,PhD,CS,7,1,Hindi,Neural Coding,Slot 2
U00949,student,Japan,UTC+9,Non-binary,PhD,AI,2,0,Spanish,Neural Coding,Slot 1
U00950,student,Brazil,UTC-3,Female,PhD,CS,4,0,Hindi,Climate,Slot 1
U00951,student,Germany,UTC+1,Non-binary,PhD,AI,0,1,English,CV,Slot 1
U00952,student,Kenya,UTC+3,Male,Masters,AI,2,0,English,Neural Coding,Slot 1
U00953,student,Japan,UTC+9,Non-binary,PhD,AI,5,0,English,CV,Slot 4
U00954,student,UK,UTC+0,Non-binary,PhD,Climate,4,0,French,Neural Coding,Slot 5
U00955,student,Brazil,UTC-3,Female,UG,CS,5,0,Spanish,NLP,Slot 1
U00956,student,USA,UTC-5,Female,UG,Climate,3,1,Spanish,Time Series,Slot 3
U00957,student,Brazil,UTC-3,Female,UG,CS,2,0,Spanish,Neural Coding,Slot 5
U00958,student,Canada,UTC-5,Male,UG,Climate,5,0,English,Neural Coding,Slot 1
U00959,student,Brazil,UTC-3,Male,PhD,Neuro,8,1,Hindi,Time Series,Slot 4
U00960,student,Brazil,UTC-3,Male,UG,Neuro,5,0,Hindi,RL,Slot 2
U00961,student,Brazil,UTC-3,Non-binary,PhD,CS,0,0,Spanish,Time Series,Slot 4
U00962,instructor,USA,UTC-5,Non-binary,Masters,Neuro,5,0,Hindi,Neural Coding,Slot 5
U00963,student,Germany,UTC+1,Male,UG,CS,8,0,French,Climate,Slot 5
U00964,student,Germany,UTC+1,Female,PhD,AI,4,0,French,Neural Coding,Slot 2
U00965,student,USA,UTC-5,Male,PhD,Climate,6,0,Hindi,CV,Slot 2
U00966,student,India,UTC+5:30,Male,PhD,Neuro,4,0,French,CV,Slot 4
U00967,instructor,Kenya,UTC+3,Female,PhD,Climate,2,0,English,Neural Coding,Slot 1
U00968,ta,Brazil,UTC-3,Male,UG,Climate,0,0,English,Neural Coding,Slot 2
U00969,student,Japan,UTC+9,Non-binary,PhD,Neuro,5,0,Hindi,CV,Slot 3
U00970,ta,Germany,UTC+1,Male,Masters,AI,8,1,English,CV,Slot 4
U00971,student,Germany,UTC+1,Female,UG,CS,6,0,Hindi,Climate,Slot 4
U00972,student,India,UTC+5:30,Female,UG,AI,7,1,Hindi,CV,Slot 4
U00973,student,UK,UTC+0,Male,Masters,AI,3,0,French,NLP,Slot 2
U00974,instructor,UK,UTC+0,Male,UG,CS,5,0,French,CV,Slot 1
U00975,student,Japan,UTC+9,Female,Masters,AI,6,0,French,CV,Slot 3
U00976,student,Brazil,UTC-3,Non-binary,PhD,AI,9,0,Spanish,Neural Coding,Slot 4
U00977,student,Japan,UTC+9,Male,PhD,Climate,4,0,Hindi,NLP,Slot 1
U00978,ta,Canada,UTC-5,Non-binary,UG,AI,0,0,French,RL,Slot 5
U00979,ta,Germany,UTC+1,Non-binary,UG,CS,7,0,Hindi,Neural Coding,Slot 1
U00980,student,Japan,UTC+9,Non-binary,PhD,CS,8,0,Hindi,Climate,Slot 4
U00981,student,Japan,UTC+9,Non-binary,UG,Climate,1,0,Hindi,CV,Slot 1
U00982,student,India,UTC+5:30,Non-binary,PhD,Climate,7,0,Spanish,CV,Slot 3
U00983,instructor,Kenya,UTC+3,Male,PhD,CS,1,0,English,RL,Slot 3
U00984,student,Brazil,UTC-3,Non-binary,Masters,CS,4,1,Hindi,RL,Slot 2
U00985,student,Canada,UTC-5,Male,Masters,Climate,5,0,English,Time Series,Slot 1
U00986,student,Canada,UTC-5,Non-binary,Masters,CS,2,0,French,RL,Slot 3
U00987,student,Germany,UTC+1,Non-binary,UG,Neuro,0,0,English,Climate,Slot 3
U00988,instructor,India,UTC+5:30,Male,Masters,Neuro,1,1,Hindi,Climate,Slot 1
U00989,student,UK,UTC+0,Female,UG,CS,5,0,Spanish,CV,Slot 3
U00990,student,Germany,UTC+1,Non-binary,UG,Climate,7,0,Spanish,Time Series,Slot 2
U00991,instructor,UK,UTC+0,Female,Masters,Climate,8,0,French,Neural Coding,Slot 1
U00992,student,UK,UTC+0,Female,Masters,Climate,1,0,English,RL,Slot 5
U00993,student,Kenya,UTC+3,Female,PhD,Neuro,5,0,English,CV,Slot 4
U00994,student,USA,UTC-5,Male,Masters,AI,2,0,French,Neural Coding,Slot 1
U00995,student,Brazil,UTC-3,Female,UG,AI,0,1,Hindi,CV,Slot 2
U00996,student,India,UTC+5:30,Female,Masters,AI,1,1,Hindi,NLP,Slot 4
U00997,student,Japan,UTC+9,Non-binary,PhD,CS,9,0,French,CV,Slot 1
U00998,student,India,UTC+5:30,Male,PhD,Neuro,0,0,Hindi,Climate,Slot 3
U00999,student,UK,UTC+0,Female,PhD,Climate,3,0,Hindi,NLP,Slot 5
U01000,student,Brazil,UTC-3,Female,UG,Neuro,5,0,Spanish,RL,Slot 3
U01001,student,Kenya,UTC+3,Male,UG,Neuro,3,0,French,RL,Slot 2
U01002,ta,Brazil,UTC-3,Non-binary,PhD,Neuro,9,1,Spanish,CV,Slot 2
U01003,student,Brazil,UTC-3,Male,UG,CS,9,0,French,Climate,Slot 2
U01004,student,Japan,UTC+9,Female,Masters,AI,7,1,Spanish,Climate,Slot 1
U01005,student,UK,UTC+0,Female,UG,Neuro,8,0,Hindi,Climate,Slot 2
U01006,ta,Kenya,UTC+3,Male,UG,Climate,9,1,Hindi,CV,Slot 4
U01007,student,UK,UTC+0,Male,UG,Neuro,6,1,French,RL,Slot 3
U01008,instructor,Brazil,UTC-3,Non-binary,PhD,Climate,8,0,French,Time Series,Slot 1
U01009,student,Japan,UTC+9,Male,UG,CS,3,0,French,Neural Coding,Slot 4
U01010,student,Germany,UTC+1,Female,Masters,CS,2,1,French,Neural Coding,Slot 5
U01011,student,Germany,UTC+1,Non-binary,PhD,AI,0,0,French,CV,Slot 1
U01012,student,USA,UTC-5,Non-binary,Masters,CS,3,0,Hindi,CV,Slot 4
U01013,student,UK,UTC+0,Non-binary,PhD,CS,0,0,French,RL,Slot 2
U01014,student,Canada,UTC-5,Female,Masters,Neuro,3,0,English,NLP,Slot 3
U01015,student,UK,UTC+0,Female,Masters,CS,8,0,Spanish,Time Series,Slot 4
U01016,student,Canada,UTC-5,Female,Masters,AI,0,0,Hindi,Time Series,Slot 4
U01017,student,Brazil,UTC-3,Non-binary,PhD,CS,8,1,Spanish,CV,Slot 3
U01018,student,Japan,UTC+9,Non-binary,Masters,CS,7,0,Hindi,Neural Coding,Slot 1
U01019,student,Canada,UTC-5,Non-binary,Masters,Climate,9,1,Spanish,Climate,Slot 4
U01020,student,Brazil,UTC-3,Male,UG,Climate,6,1,French,Climate,Slot 4
U01021,ta,India,UTC+5:30,Female,PhD,Neuro,7,0,Hindi,Climate,Slot 4
U01022,student,Germany,UTC+1,Male,UG,AI,6,0,French,NLP,Slot 4
U01023,student,USA,UTC-5,Non-binary,PhD,Neuro,3,0,Hindi,CV,Slot 4
U01024,student,Germany,UTC+1,Male,UG,Neuro,2,0,Hindi,Neural Coding,Slot 5
U01025,student,UK,UTC+0,Non-binary,Masters,Climate,8,0,French,Time Series,Slot 4
U01026,student,USA,UTC-5,Female,PhD,CS,2,0,French,CV,Slot 5
U01027,student,India,UTC+5:30,Male,Masters,Climate,7,1,Spanish,NLP,Slot 2
U01028,student,India,UTC+5:30,Female,Masters,Climate,3,0,French,Neural Coding,Slot 3
U01029,student,Kenya,UTC+3,Non-binary,PhD,CS,9,1,Spanish,Time Series,Slot 2
U01030,student,USA,UTC-5,Non-binary,UG,Neuro,0,0,French,Time Series,Slot 3
U01031,student,Kenya,UTC+3,Non-binary,PhD,Neuro,6,1,English,Climate,Slot 5
U01032,student,UK,UTC+0,Male,UG,AI,4,0,French,NLP,Slot 4
U01033,student,Canada,UTC-5,Female,UG,CS,8,0,Spanish,CV,Slot 5
U01034,student,Germany,UTC+1,Male,PhD,CS,8,1,Hindi,RL,Slot 1
U01035,student,USA,UTC-5,Male,UG,Climate,5,0,French,NLP,Slot 3
U01036,student,Brazil,UTC-3,Female,PhD,Neuro,2,0,Spanish,Time Series,Slot 3
U01037,student,India,UTC+5:30,Non-binary,UG,AI,5,0,Spanish,Time Series,Slot 2
U01038,student,Germany,UTC+1,Female,UG,AI,8,1,Spanish,Neural Coding,Slot 4
U01039,student,USA,UTC-5,Male,UG,Climate,1,1,Hindi,Neural Coding,Slot 2
U01040,student,USA,UTC-5,Male,PhD,CS,2,0,Hindi,Neural Coding,Slot 3
U01041,student,India,UTC+5:30,Male,Masters,CS,5,0,English,Neural Coding,Slot 5
U01042,student,Germany,UTC+1,Non-binary,UG,AI,5,0,French,Neural Coding,Slot 1
U01043,student,Brazil,UTC-3,Non-binary,Masters,Neuro,0,0,French,CV,Slot 5
U01044,student,Germany,UTC+1,Non-binary,PhD,CS,9,0,English,Climate,Slot 1
U01045,student,Germany,UTC+1,Non-binary,UG,Neuro,8,0,Spanish,Climate,Slot 1
U01046,student,USA,UTC-5,Male,PhD,Climate,5,0,French,Time Series,Slot 5
U01047,student,Brazil,UTC-3,Female,PhD,CS,3,0,Spanish,NLP,Slot 4
U01048,student,Canada,UTC-5,Male,PhD,AI,4,0,Hindi,Neural Coding,Slot 3
U01049,student,USA,UTC-5,Female,UG,AI,8,0,Hindi,NLP,Slot 3
U01050,instructor,India,UTC+5:30,Male,Masters,Climate,7,0,English,RL,Slot 3
U01051,student,Japan,UTC+9,Non-binary,PhD,Neuro,6,0,Hindi,CV,Slot 5
U01052,ta,Canada,UTC-5,Female,Masters,AI,6,0,English,RL,Slot 3
U01053,ta,Brazil,UTC-3,Male,PhD,Climate,8,0,English,RL,Slot 4
U01054,student,USA,UTC-5,Male,UG,Climate,8,0,Hindi,Time Series,Slot 5
U01055,student,USA,UTC-5,Non-binary,UG,CS,3,0,French,CV,Slot 3
U01056,student,Germany,UTC+1,Non-binary,Masters,CS,0,0,Spanish,RL,Slot 4
U01057,student,Kenya,UTC+3,Non-binary,PhD,Neuro,6,0,Hindi,NLP,Slot 4
U01058,student,Canada,UTC-5,Female,PhD,Neuro,9,0,Spanish,RL,Slot 1
U01059,student,USA,UTC-5,Female,Masters,Climate,3,0,Spanish,Time Series,Slot 2
U01060,student,India,UTC+5:30,Male,PhD,CS,3,0,English,RL,Slot 1
U01061,student,Brazil,UTC-3,Female,PhD,Neuro,0,1,Spanish,NLP,Slot 5
U01062,student,USA,UTC-5,Male,PhD,Climate,3,0,Hindi,CV,Slot 3
U01063,student,Japan,UTC+9,Female,PhD,Neuro,5,0,French,Climate,Slot 5
U01064,instructor,India,UTC+5:30,Male,Masters,CS,2,0,Hindi,RL,Slot 3
U01065,student,Canada,UTC-5,Female,Masters,CS,5,0,English,CV,Slot 5
U01066,instructor,Kenya,UTC+3,Non-binary,UG,Climate,2,1,Hindi,CV,Slot 3
U01067,student,Canada,UTC-5,Female,UG,Climate,9,1,Hindi,RL,Slot 5
U01068,student,Brazil,UTC-3,Non-binary,UG,Climate,6,0,French,RL,Slot 5
U01069,student,Canada,UTC-5,Non-binary,PhD,Neuro,8,0,French,NLP,Slot 1
U01070,student,India,UTC+5:30,Non-binary,UG,AI,7,1,French,NLP,Slot 5
U01071,ta,India,UTC+5:30,Non-binary,Masters,Climate,6,1,English,RL,Slot 3
U01072,student,UK,UTC+0,Female,Masters,CS,7,0,Spanish,CV,Slot 2
U01073,student,Kenya,UTC+3,Non-binary,UG,CS,4,0,French,Neural Coding,Slot 3
U01074,student,Brazil,UTC-3,Male,PhD,Neuro,0,1,English,RL,Slot 4
U01075,student,Canada,UTC-5,Female,UG,Climate,4,0,English,NLP,Slot 4
U01076,student,Canada,UTC-5,Female,PhD,CS,1,0,Hindi,Neural Coding,Slot 2
U01077,student,UK,UTC+0,Female,PhD,Neuro,4,0,Spanish,Climate,Slot 3
U01078,student,UK,UTC+0,Female,UG,Climate,6,1,English,Climate,Slot 2
U01079,student,Kenya,UTC+3,Female,UG,Neuro,5,0,Hindi,CV,Slot 5
U01080,student,USA,UTC-5,Non-binary,PhD,CS,6,0,French,NLP,Slot 1
U01081,student,Japan,UTC+9,Female,UG,Neuro,7,1,English,Time Series,Slot 3
U01082,student,Kenya,UTC+3,Female,PhD,Neuro,9,1,Spanish,RL,Slot 4
U01083,student,Kenya,UTC+3,Non-binary,PhD,Climate,9,0,Spanish,Neural Coding,Slot 5
U01084,instructor,Brazil,UTC-3,Non-binary,Masters,AI,4,1,Hindi,NLP,Slot 5
U01085,student,Canada,UTC-5,Non-binary,PhD,CS,1,0,Spanish,NLP,Slot 4
U01086,student,Brazil,UTC-3,Male,UG,Neuro,0,0,Hindi,RL,Slot 3
U01087,student,USA,UTC-5,Non-binary,UG,Climate,9,0,French,NLP,Slot 2
U01088,student,Kenya,UTC+3,Non-binary,PhD,AI,1,0,Hindi,CV,Slot 1
U01089,student,Brazil,UTC-3,Male,UG,AI,5,0,French,RL,Slot 4
U01090,student,Canada,UTC-5,Female,PhD,CS,5,0,Spanish,CV,Slot 3
U01091,student,Brazil,UTC-3,Male,Masters,Neuro,3,0,Spanish,Time Series,Slot 1
U01092,student,Japan,UTC+9,Male,UG,CS,1,0,French,Climate,Slot 3
U01093,student,USA,UTC-5,Female,Masters,CS,2,0,Hindi,Time Series,Slot 2
U01094,student,Germany,UTC+1,Male,PhD,CS,8,0,French,RL,Slot 1
U01095,student,Germany,UTC+1,Non-binary,UG,Neuro,8,0,French,Climate,Slot 4
U01096,student,Germany,UTC+1,Female,UG,AI,1,1,English,CV,Slot 2
U01097,ta,Kenya,UTC+3,Female,Masters,Neuro,9,0,English,RL,Slot 5
U01098,student,UK,UTC+0,Non-binary,UG,Neuro,5,1,Hindi,RL,Slot 2
U01099,student,Kenya,UTC+3,Male,Masters,Climate,7,0,French,NLP,Slot 1
U01100,student,India,UTC+5:30,Non-binary,PhD,CS,8,0,Spanish,NLP,Slot 5
U01101,student,Canada,UTC-5,Female,PhD,Neuro,3,1,English,Climate,Slot 2
U01102,student,Japan,UTC+9,Female,UG,Climate,2,1,French,NLP,Slot 1
U01103,student,Germany,UTC+1,Female,UG,AI,9,0,Hindi,Time Series,Slot 3
U01104,student,Canada,UTC-5,Male,Masters,CS,5,0,Hindi,RL,Slot 4
U01105,student,UK,UTC+0,Non-binary,Masters,CS,5,0,Spanish,Time Series,Slot 3
U01106,ta,USA,UTC-5,Female,Masters,Neuro,4,1,Hindi,Time Series,Slot 1
U01107,student,India,UTC+5:30,Non-binary,PhD,AI,3,0,Hindi,Time Series,Slot 2
U01108,student,India,UTC+5:30,Female,UG,Neuro,9,1,French,Climate,Slot 1
U01109,student,USA,UTC-5,Male,UG,AI,8,0,Hindi,NLP,Slot 4
U01110,student,Japan,UTC+9,Non-binary,UG,Neuro,7,0,Spanish,Time Series,Slot 5
U01111,student,UK,UTC+0,Female,UG,CS,3,0,Hindi,NLP,Slot 2
U01112,student,Canada,UTC-5,Female,PhD,AI,8,0,English,Neural Coding,Slot 5
U01113,student,Germany,UTC+1,Male,Masters,AI,1,0,French,Time Series,Slot 2
U01114,student,India,UTC+5:30,Female,PhD,Climate,2,0,French,CV,Slot 1
U01115,student,UK,UTC+0,Male,PhD,CS,1,0,English,Time Series,Slot 5
U01116,student,Canada,UTC-5,Female,PhD,Climate,1,1,English,CV,Slot 2
U01117,student,Germany,UTC+1,Female,Masters,Climate,7,0,Hindi,CV,Slot 4
U01118,student,Germany,UTC+1,Non-binary,UG,Neuro,0,0,Spanish,RL,Slot 2
U01119,instructor,Canada,UTC-5,Male,UG,Neuro,7,0,French,CV,Slot 5
U01120,student,Japan,UTC+9,Male,Masters,Climate,8,0,English,Neural Coding,Slot 4
U01121,student,Brazil,UTC-3,Female,PhD,Climate,6,0,Spanish,Time Series,Slot 4
U01122,student,Canada,UTC-5,Non-binary,PhD,Neuro,5,1,English,Neural Coding,Slot 5
U01123,student,India,UTC+5:30,Male,Masters,AI,4,0,Hindi,NLP,Slot 5
U01124,ta,India,UTC+5:30,Male,Masters,Climate,5,0,French,RL,Slot 3
U01125,student,Brazil,UTC-3,Non-binary,UG,AI,4,0,French,CV,Slot 5
U01126,student,Japan,UTC+9,Female,Masters,AI,5,0,English,NLP,Slot 5
U01127,student,Canada,UTC-5,Male,Masters,CS,3,0,French,Neural Coding,Slot 2
U01128,student,Japan,UTC+9,Female,PhD,Neuro,5,0,Hindi,NLP,Slot 3
U01129,student,Kenya,UTC+3,Non-binary,Masters,Climate,0,0,Spanish,NLP,Slot 4
U01130,student,Brazil,UTC-3,Non-binary,PhD,Climate,1,0,English,CV,Slot 2
U01131,ta,India,UTC+5:30,Male,UG,CS,4,0,Hindi,NLP,Slot 2
U01132,student,Japan,UTC+9,Female,UG,Climate,9,1,English,RL,Slot 3
U01133,student,Japan,UTC+9,Female,Masters,CS,2,1,Spanish,Neural Coding,Slot 3
U01134,student,USA,UTC-5,Male,Masters,AI,2,1,Spanish,Time Series,Slot 5
U01135,student,Kenya,UTC+3,Non-binary,PhD,AI,7,0,English,Climate,Slot 5
U01136,student,Brazil,UTC-3,Female,UG,AI,9,1,Hindi,Time Series,Slot 1
U01137,student,UK,UTC+0,Male,Masters,CS,6,0,Hindi,NLP,Slot 5
U01138,student,USA,UTC-5,Female,UG,CS,4,0,English,RL,Slot 4
U01139,student,Japan,UTC+9,Non-binary,Masters,CS,9,0,French,Neural Coding,Slot 5
U01140,student,Japan,UTC+9,Female,PhD,AI,0,0,Spanish,Neural Coding,Slot 3
U01141,student,UK,UTC+0,Male,PhD,CS,2,1,Hindi,Neural Coding,Slot 4
U01142,student,Kenya,UTC+3,Male,UG,Climate,8,1,English,Neural Coding,Slot 2
U01143,student,Brazil,UTC-3,Female,Masters,Neuro,0,0,Spanish,Neural Coding,Slot 3
U01144,student,Japan,UTC+9,Female,PhD,Neuro,8,0,Spanish,NLP,Slot 1
U01145,student,UK,UTC+0,Non-binary,UG,Climate,4,0,Hindi,RL,Slot 4
U01146,student,Kenya,UTC+3,Non-binary,PhD,Climate,3,0,English,RL,Slot 3
U01147,student,Brazil,UTC-3,Female,PhD,Climate,0,0,English,Neural Coding,Slot 5
U01148,ta,UK,UTC+0,Female,PhD,AI,4,0,Spanish,RL,Slot 5
U01149,student,USA,UTC-5,Female,Masters,Climate,5,0,English,RL,Slot 3
U01150,student,Brazil,UTC-3,Male,PhD,Neuro,9,1,Spanish,Climate,Slot 4
U01151,student,Kenya,UTC+3,Non-binary,UG,CS,2,0,English,Climate,Slot 1
U01152,student,Canada,UTC-5,Female,UG,Climate,6,0,French,NLP,Slot 3
U01153,student,USA,UTC-5,Non-binary,UG,CS,2,0,Hindi,CV,Slot 2
U01154,student,Canada,UTC-5,Male,UG,Climate,7,0,French,NLP,Slot 5
U01155,student,Japan,UTC+9,Non-binary,Masters,Neuro,0,0,French,CV,Slot 2
U01156,student,Brazil,UTC-3,Male,PhD,Neuro,9,0,English,RL,Slot 5
U01157,student,India,UTC+5:30,Male,Masters,CS,1,0,English,CV,Slot 4
U01158,student,Japan,UTC+9,Non-binary,Masters,Climate,0,0,French,Climate,Slot 5
U01159,student,UK,UTC+0,Non-binary,PhD,Climate,0,0,French,Neural Coding,Slot 2
U01160,ta,Brazil,UTC-3,Male,UG,CS,6,0,English,Time Series,Slot 2
U01161,student,India,UTC+5:30,Male,Masters,AI,6,0,Spanish,RL,Slot 5
U01162,student,Germany,UTC+1,Male,Masters,Climate,2,0,Spanish,RL,Slot 4
U01163,student,India,UTC+5:30,Male,UG,AI,4,0,Hindi,RL,Slot 4
U01164,student,India,UTC+5:30,Female,PhD,AI,8,0,Spanish,NLP,Slot 5
U01165,student,Canada,UTC-5,Male,Masters,CS,4,0,English,Time Series,Slot 4
U01166,student,Canada,UTC-5,Female,PhD,Neuro,8,0,English,RL,Slot 4
U01167,student,Japan,UTC+9,Non-binary,PhD,Climate,7,1,Spanish,Time Series,Slot 1
U01168,student,India,UTC+5:30,Female,PhD,Neuro,8,0,English,NLP,Slot 4
U01169,student,Japan,UTC+9,Male,Masters,Neuro,8,0,Hindi,Time Series,Slot 4
U01170,student,India,UTC+5:30,Male,Masters,AI,2,1,Hindi,NLP,Slot 4
U01171,ta,Germany,UTC+1,Non-binary,UG,Neuro,2,0,Hindi,CV,Slot 3
U01172,student,Canada,UTC-5,Female,PhD,Neuro,8,1,Hindi,CV,Slot 5
U01173,ta,Germany,UTC+1,Female,PhD,CS,1,0,Hindi,CV,Slot 2
U01174,ta,Germany,UTC+1,Male,PhD,Climate,8,0,English,RL,Slot 4
U01175,student,Kenya,UTC+3,Male,UG,CS,3,0,English,NLP,Slot 3
U01176,student,UK,UTC+0,Non-binary,UG,AI,1,0,English,Neural Coding,Slot 3
U01177,instructor,Canada,UTC-5,Male,PhD,AI,3,1,English,Climate,Slot 2
U01178,student,Japan,UTC+9,Female,Masters,Neuro,2,0,English,Climate,Slot 3
U01179,student,Brazil,UTC-3,Non-binary,PhD,CS,7,0,English,RL,Slot 4
U01180,student,USA,UTC-5,Male,PhD,CS,3,0,English,Climate,Slot 1
U01181,student,Brazil,UTC-3,Non-binary,UG,AI,1,0,French,CV,Slot 3
U01182,student,Japan,UTC+9,Non-binary,Masters,CS,1,0,Spanish,Time Series,Slot 3
U01183,student,UK,UTC+0,Male,UG,AI,8,0,Hindi,RL,Slot 1
U01184,student,Germany,UTC+1,Female,Masters,Neuro,9,0,Spanish,Neural Coding,Slot 3
U01185,student,UK,UTC+0,Non-binary,Masters,Neuro,6,0,Spanish,CV,Slot 5
U01186,student,Canada,UTC-5,Male,UG,Climate,2,0,Hindi,RL,Slot 4
U01187,student,UK,UTC+0,Male,Masters,AI,6,0,English,Time Series,Slot 5
U01188,student,USA,UTC-5,Male,Masters,Neuro,5,0,Hindi,CV,Slot 4
U01189,ta,India,UTC+5:30,Female,UG,AI,6,0,English,Time Series,Slot 5
U01190,student,Kenya,UTC+3,Female,Masters,Neuro,9,1,French,NLP,Slot 1
U01191,student,Kenya,UTC+3,Non-binary,PhD,AI,5,0,Hindi,RL,Slot 2
U01192,student,Japan,UTC+9,Non-binary,Masters,Climate,5,0,Spanish,NLP,Slot 1
U01193,student,India,UTC+5:30,Non-binary,Masters,Climate,8,0,Spanish,Climate,Slot 5
U01194,student,Kenya,UTC+3,Male,UG,Neuro,9,0,French,Time Series,Slot 2
U01195,student,India,UTC+5:30,Male,PhD,Neuro,0,0,Spanish,NLP,Slot 4
U01196,student,USA,UTC-5,Non-binary,UG,Neuro,2,1,French,Time Series,Slot 5
U01197,student,UK,UTC+0,Male,UG,CS,0,0,Hindi,NLP,Slot 5
U01198,student,India,UTC+5:30,Female,Masters,AI,2,1,Spanish,NLP,Slot 3
U01199,student,Kenya,UTC+3,Non-binary,PhD,AI,0,0,Hindi,Climate,Slot 2
U01200,student,USA,UTC-5,Female,PhD,AI,4,0,French,RL,Slot 1
U01201,student,Brazil,UTC-3,Non-binary,Masters,Climate,3,1,English,Neural Coding,Slot 1
U01202,student,Canada,UTC-5,Male,Masters,AI,4,1,Hindi,Neural Coding,Slot 3
U01203,student,Canada,UTC-5,Non-binary,PhD,Climate,6,1,French,Climate,Slot 4
U01204,student,Canada,UTC-5,Female,PhD,Climate,9,0,Hindi,CV,Slot 2
U01205,student,Brazil,UTC-3,Female,PhD,Climate,7,0,Spanish,Time Series,Slot 5
U01206,student,USA,UTC-5,Non-binary,UG,Climate,5,0,Hindi,Neural Coding,Slot 2
U01207,ta,UK,UTC+0,Male,PhD,Climate,4,0,English,Neural Coding,Slot 3
U01208,ta,Kenya,UTC+3,Male,PhD,AI,5,0,English,NLP,Slot 3
U01209,student,UK,UTC+0,Female,Masters,Climate,7,0,English,CV,Slot 2
U01210,ta,Canada,UTC-5,Male,Masters,Neuro,7,0,Spanish,CV,Slot 4
U01211,student,India,UTC+5:30,Male,PhD,Neuro,7,0,English,Neural Coding,Slot 4
U01212,student,Japan,UTC+9,Non-binary,Masters,Climate,5,0,French,RL,Slot 4
U01213,instructor,Brazil,UTC-3,Male,PhD,Climate,9,0,Hindi,Time Series,Slot 4
U01214,student,Brazil,UTC-3,Non-binary,Masters,CS,0,1,Hindi,RL,Slot 2
U01215,ta,Canada,UTC-5,Female,PhD,CS,4,0,Hindi,Time Series,Slot 3
U01216,student,USA,UTC-5,Male,PhD,CS,4,0,French,Climate,Slot 1
U01217,student,USA,UTC-5,Male,PhD,CS,7,0,Spanish,RL,Slot 5
U01218,student,India,UTC+5:30,Male,PhD,AI,6,1,English,NLP,Slot 2
U01219,student,Germany,UTC+1,Non-binary,PhD,Climate,2,1,English,Climate,Slot 5
U01220,student,UK,UTC+0,Female,PhD,CS,9,0,Hindi,Neural Coding,Slot 3
U01221,student,Canada,UTC-5,Male,Masters,CS,2,0,French,RL,Slot 3
U01222,student,USA,UTC-5,Male,UG,AI,8,0,French,CV,Slot 2
U01223,student,Kenya,UTC+3,Male,UG,Neuro,7,0,Hindi,Time Series,Slot 2
